id;code;codein;name;high;low;varbid;pctchange;bid;ask;create_date
36354;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.94;0.026;0.026;2023-03-01 13:41:47.359261
36355;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;689;0.56;123574;123624;2023-03-01 13:41:47.359261
36356;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;9.19;1.84;506.72;507.78;2023-03-01 13:41:47.359261
36357;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 13:41:47.359261
36358;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.546;0.011;0.2;5.565;5.569;2023-03-01 13:41:47.359261
36359;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.001;-0.03;3.521;3.523;2023-03-01 13:41:47.359261
36360;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.011;1.42;0.758;0.759;2023-03-01 13:41:47.359261
36361;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.023;1.6;1.439;1.44;2023-03-01 13:41:47.359261
36362;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;8.58;0.1;8610.84;8639.88;2023-03-01 13:41:47.359261
36363;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;-0.01;-0.49;1.98;1.98;2023-03-01 13:41:47.359261
36364;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.026;-0.5;5.21;5.211;2023-03-01 13:46:47.140038
36365;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 13:46:47.140038
36366;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.815;-0.012;-0.3;3.824;3.826;2023-03-01 13:46:47.140038
36367;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.025;0.45;5.561;5.565;2023-03-01 13:46:47.140038
36368;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.26;-0.028;-0.45;6.264;6.268;2023-03-01 13:46:47.140038
36369;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 13:46:47.140038
36370;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;624;0.51;123517;123538;2023-03-01 13:46:47.140038
36371;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;7.91;1.59;506.9;508.2;2023-03-01 13:46:47.140038
36372;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 13:46:47.140038
36373;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.546;0.005;0.08;5.559;5.563;2023-03-01 13:46:47.140038
36374;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.002;-0.07;3.52;3.522;2023-03-01 13:46:47.140038
36375;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.01;1.36;0.758;0.758;2023-03-01 13:46:47.140038
36376;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.022;1.57;1.439;1.439;2023-03-01 13:46:47.140038
36377;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;8.58;0.1;8608.44;8639.48;2023-03-01 13:46:47.140038
36378;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;-0.01;-0.49;1.98;1.98;2023-03-01 13:46:47.140038
36379;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.027;-0.51;5.209;5.211;2023-03-01 13:51:48.195695
36380;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 13:51:48.195695
36381;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.815;-0.012;-0.31;3.824;3.826;2023-03-01 13:51:48.195695
36382;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.022;0.4;5.559;5.562;2023-03-01 13:51:48.195695
36383;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.26;-0.029;-0.45;6.263;6.268;2023-03-01 13:51:48.195695
36384;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 13:51:48.195695
36385;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;703;0.57;123557;123591;2023-03-01 13:51:48.195695
36386;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;9.61;1.93;506.22;507.43;2023-03-01 13:51:48.195695
36387;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 13:51:48.195695
36388;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.546;0.003;0.05;5.557;5.562;2023-03-01 13:51:48.195695
36389;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.003;-0.09;3.519;3.521;2023-03-01 13:51:48.195695
36390;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.01;1.39;0.758;0.758;2023-03-01 13:51:48.195695
36391;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.024;1.7;1.441;1.441;2023-03-01 13:51:48.195695
36392;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;62.77;0.73;8604.33;8639.78;2023-03-01 13:51:48.195695
36393;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;-0.01;-0.49;1.98;1.98;2023-03-01 13:51:48.195695
36394;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.027;-0.52;5.209;5.21;2023-03-01 13:56:47.454684
36395;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 13:56:47.454684
36396;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.815;-0.012;-0.32;3.823;3.825;2023-03-01 13:56:47.454684
36397;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.022;0.39;5.559;5.562;2023-03-01 13:56:47.454684
36398;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.258;-0.036;-0.58;6.257;6.26;2023-03-01 13:56:47.454684
36399;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 13:56:47.454684
36400;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1256;1.03;123546;123585;2023-03-01 13:56:47.454684
36401;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;8.22;1.65;505.62;506.81;2023-03-01 13:56:47.454684
36402;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 13:56:47.454684
36403;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.546;0.001;0.02;5.555;5.56;2023-03-01 13:56:47.454684
36404;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.005;-0.15;3.517;3.52;2023-03-01 13:56:47.454684
36405;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.01;1.39;0.758;0.758;2023-03-01 13:56:47.454684
36406;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.026;1.8;1.442;1.442;2023-03-01 13:56:47.454684
36407;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;64.49;0.76;8604.24;8639.2;2023-03-01 13:56:47.454684
36408;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;-0.01;-0.53;1.98;1.98;2023-03-01 13:56:47.454684
36409;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.023;-0.45;5.213;5.214;2023-03-01 14:01:47.258076
36410;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 14:01:47.258076
36411;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.815;-0.014;-0.37;3.821;3.824;2023-03-01 14:01:47.258076
36412;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.023;0.41;5.559;5.564;2023-03-01 14:01:47.258076
36413;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.257;-0.03;-0.48;6.262;6.267;2023-03-01 14:01:47.258076
36414;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:01:47.258076
36415;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1252;1.02;123535;123570;2023-03-01 14:01:47.258076
36416;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;11.85;2.39;506.34;507.55;2023-03-01 14:01:47.258076
36417;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;0;0;0.038;0.038;2023-03-01 14:01:47.258076
36418;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.546;-0.002;-0.04;5.553;5.555;2023-03-01 14:01:47.258076
36419;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;0.001;0.02;3.523;3.524;2023-03-01 14:01:47.258076
36420;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.011;1.43;0.758;0.759;2023-03-01 14:01:47.258076
36421;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.026;1.84;1.443;1.443;2023-03-01 14:01:47.258076
36422;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;64.49;0.76;8602.94;8639.97;2023-03-01 14:01:47.258076
36423;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0;-0.14;1.98;1.98;2023-03-01 14:01:47.258076
36424;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.037;-0.72;5.199;5.2;2023-03-01 14:06:48.038809
36425;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 14:06:48.038809
36426;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.021;-0.55;3.815;3.816;2023-03-01 14:06:48.038809
36427;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.011;0.19;5.547;5.55;2023-03-01 14:06:48.038809
36428;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.257;-0.038;-0.6;6.255;6.259;2023-03-01 14:06:48.038809
36429;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-1.13;0.026;0.026;2023-03-01 14:06:48.038809
36430;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1157;0.95;123474;123493;2023-03-01 14:06:48.038809
36431;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;8.52;1.71;505.93;507.1;2023-03-01 14:06:48.038809
36432;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 14:06:48.038809
36433;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;-0.012;-0.22;5.542;5.545;2023-03-01 14:06:48.038809
36434;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.003;-0.07;3.519;3.522;2023-03-01 14:06:48.038809
36435;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.011;1.49;0.759;0.759;2023-03-01 14:06:48.038809
36436;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.024;1.68;1.44;1.441;2023-03-01 14:06:48.038809
36437;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;64.49;0.76;8603.93;8639.79;2023-03-01 14:06:48.038809
36438;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;-0.01;-0.53;1.98;1.98;2023-03-01 14:06:48.038809
36439;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.034;-0.64;5.203;5.203;2023-03-01 14:11:47.912566
36440;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.03;-0.57;5.07;5.38;2023-03-01 14:11:47.912566
36441;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.021;-0.56;3.814;3.816;2023-03-01 14:11:47.912566
36442;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.015;0.27;5.551;5.555;2023-03-01 14:11:47.912566
36443;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.045;-0.71;6.247;6.252;2023-03-01 14:11:47.912566
36444;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.94;0.026;0.026;2023-03-01 14:11:47.912566
36445;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;698;0.57;123360;123392;2023-03-01 14:11:47.912566
36446;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;11.85;2.39;506.69;507.66;2023-03-01 14:11:47.912566
36447;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.52;0.038;0.038;2023-03-01 14:11:47.912566
36448;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;-0.011;-0.2;5.543;5.547;2023-03-01 14:11:47.912566
36449;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.011;-0.31;3.511;3.513;2023-03-01 14:11:47.912566
36450;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.01;1.27;0.757;0.758;2023-03-01 14:11:47.912566
36451;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.023;1.61;1.439;1.44;2023-03-01 14:11:47.912566
36452;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;59.71;0.7;8590.08;8625.47;2023-03-01 14:11:47.912566
36453;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0;0.09;1.98;1.98;2023-03-01 14:11:47.912566
36454;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.029;-0.55;5.207;5.209;2023-03-01 14:16:47.474874
36455;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.03;-0.57;5.07;5.38;2023-03-01 14:16:47.474874
36456;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.018;-0.47;3.817;3.82;2023-03-01 14:16:47.474874
36457;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.019;0.35;5.556;5.559;2023-03-01 14:16:47.474874
36458;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.046;-0.72;6.248;6.25;2023-03-01 14:16:47.474874
36459;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:16:47.474874
36460;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1065;0.87;123312;123349;2023-03-01 14:16:47.474874
36461;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;9.71;1.96;505.63;507.06;2023-03-01 14:16:47.474874
36462;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 14:16:47.474874
36463;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;-0.006;-0.11;5.548;5.552;2023-03-01 14:16:47.474874
36464;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.008;-0.23;3.514;3.516;2023-03-01 14:16:47.474874
36465;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.011;1.41;0.758;0.758;2023-03-01 14:16:47.474874
36466;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.025;1.75;1.442;1.442;2023-03-01 14:16:47.474874
36467;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;59.71;0.7;8595.23;8625.63;2023-03-01 14:16:47.474874
36468;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0;0.09;1.98;1.98;2023-03-01 14:16:47.474874
36469;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.03;-0.57;5.206;5.207;2023-03-01 14:21:48.14321
36470;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 14:21:48.14321
36471;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.018;-0.48;3.817;3.819;2023-03-01 14:21:48.14321
36472;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.018;0.33;5.554;5.559;2023-03-01 14:21:48.14321
36473;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.034;-0.53;6.26;6.262;2023-03-01 14:21:48.14321
36474;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:21:48.14321
36475;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;843;0.69;123315;123316;2023-03-01 14:21:48.14321
36476;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.22;2.06;505.84;507.06;2023-03-01 14:21:48.14321
36477;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 14:21:48.14321
36478;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;-0.004;-0.08;5.55;5.553;2023-03-01 14:21:48.14321
36479;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.008;-0.21;3.515;3.517;2023-03-01 14:21:48.14321
36480;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.01;1.37;0.758;0.758;2023-03-01 14:21:48.14321
36481;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.026;1.82;1.442;1.443;2023-03-01 14:21:48.14321
36482;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;94.1;1.1;8590.68;8630.04;2023-03-01 14:21:48.14321
36483;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0;0.14;1.98;1.98;2023-03-01 14:21:48.14321
36484;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.029;-0.55;5.206;5.209;2023-03-01 14:26:48.070505
36485;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.03;-0.57;5.07;5.38;2023-03-01 14:26:48.070505
36486;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.018;-0.45;3.818;3.82;2023-03-01 14:26:48.070505
36487;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.023;0.42;5.56;5.563;2023-03-01 14:26:48.070505
36488;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.029;-0.46;6.265;6.266;2023-03-01 14:26:48.070505
36489;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:26:48.070505
36490;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1081;0.88;123398;123398;2023-03-01 14:26:48.070505
36491;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;11.85;2.39;505.59;507.25;2023-03-01 14:26:48.070505
36492;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 14:26:48.070505
36493;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;-0.006;-0.11;5.548;5.552;2023-03-01 14:26:48.070505
36494;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.007;-0.2;3.516;3.517;2023-03-01 14:26:48.070505
36495;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.007;0.88;0.758;0.758;2023-03-01 14:26:48.070505
36496;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.026;1.83;1.443;1.443;2023-03-01 14:26:48.070505
36497;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;98.51;1.15;8595.57;8639.95;2023-03-01 14:26:48.070505
36498;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0;-0.16;1.98;1.98;2023-03-01 14:26:48.070505
36499;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.027;-0.52;5.209;5.21;2023-03-01 14:31:47.824125
36500;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.025;-0.48;5.07;5.39;2023-03-01 14:31:47.824125
36501;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.015;-0.38;3.821;3.823;2023-03-01 14:31:47.824125
36502;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.028;0.5;5.564;5.568;2023-03-01 14:31:47.824125
36503;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.029;-0.46;6.263;6.268;2023-03-01 14:31:47.824125
36504;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:31:47.824125
36505;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1164;0.95;123399;123500;2023-03-01 14:31:47.824125
36506;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.22;2.06;505.9;506.98;2023-03-01 14:31:47.824125
36507;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 14:31:47.824125
36508;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;-0.002;-0.04;5.552;5.556;2023-03-01 14:31:47.824125
36509;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.006;-0.16;3.517;3.518;2023-03-01 14:31:47.824125
36510;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.007;0.98;0.759;0.759;2023-03-01 14:31:47.824125
36511;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.025;1.77;1.442;1.442;2023-03-01 14:31:47.824125
36512;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;70.81;0.83;8609.4;8640;2023-03-01 14:31:47.824125
36513;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0;0.04;1.98;1.98;2023-03-01 14:31:47.824125
36514;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.025;-0.47;5.212;5.213;2023-03-01 14:36:47.293516
36515;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 14:36:47.293516
36516;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.012;-0.3;3.824;3.826;2023-03-01 14:36:47.293516
36517;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.027;0.49;5.564;5.567;2023-03-01 14:36:47.293516
36518;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.024;-0.37;6.269;6.273;2023-03-01 14:36:47.293516
36519;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:36:47.293516
36520;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1272;1.04;123468;123588;2023-03-01 14:36:47.293516
36521;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.22;2.06;506.43;507.88;2023-03-01 14:36:47.293516
36522;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 14:36:47.293516
36523;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;0;0;5.554;5.558;2023-03-01 14:36:47.293516
36524;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.004;-0.12;3.518;3.52;2023-03-01 14:36:47.293516
36525;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.007;0.99;0.759;0.759;2023-03-01 14:36:47.293516
36526;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.452;1.43;0.022;1.55;1.444;1.444;2023-03-01 14:36:47.293516
36527;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8684.06;8381.79;70.81;0.83;8606.99;8640;2023-03-01 14:36:47.293516
36528;XRP;BRL;XRP/REAL BRASILEIRO;2.01;1.96;0;-0.01;1.98;1.98;2023-03-01 14:36:47.293516
36529;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.237;5.189;-0.026;-0.5;5.21;5.211;2023-03-01 14:41:47.486612
36530;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.255;5.215;-0.02;-0.38;5.08;5.39;2023-03-01 14:41:47.486612
36531;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.853;3.814;-0.011;-0.28;3.825;3.827;2023-03-01 14:41:47.486612
36532;EUR;BRL;EURO/REAL BRASILEIRO;5.587;5.533;0.023;0.41;5.56;5.563;2023-03-01 14:41:47.486612
36533;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.331;6.245;-0.024;-0.39;6.268;6.272;2023-03-01 14:41:47.486612
36534;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.027;0.026;-0;-0.75;0.026;0.026;2023-03-01 14:41:47.486612
36535;BTC;BRL;BITCOIN/REAL BRASILEIRO;125000;120820;1089;0.89;123400;123414;2023-03-01 14:41:47.486612
36536;LTC;BRL;LITECOIN/REAL BRASILEIRO;514.45;490.23;10.22;2.06;505.76;506.87;2023-03-01 14:41:47.486612
36537;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.039;0.038;-0;-0.26;0.038;0.038;2023-03-01 14:41:47.486612
36538;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.592;5.542;0;0;5.554;5.558;2023-03-01 14:41:47.486612
36539;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.549;3.506;-0.004;-0.11;3.518;3.52;2023-03-01 14:41:47.486612
36540;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.763;0.755;0.007;0.9;0.758;0.758;2023-03-01 14:41:47.486612
