id;code;codein;name;high;low;varbid;pctchange;bid;ask;create_date
41030;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:04:33.574859
41031;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-23.23;-0.28;8157.93;8198.84;2023-03-07 03:04:33.574859
41032;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.02;0.91;1.91;1.91;2023-03-07 03:04:33.574859
41033;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:09:33.694382
41034;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:09:33.694382
41035;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.12;3.789;3.79;2023-03-07 03:09:33.694382
41036;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.005;0.09;5.506;5.51;2023-03-07 03:09:33.694382
41037;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.008;0.13;6.201;6.204;2023-03-07 03:09:33.694382
41038;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:09:33.694382
41039;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-240;-0.21;116578;116667;2023-03-07 03:09:33.694382
41040;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-10.23;-2.19;455.96;457.13;2023-03-07 03:09:33.694382
41041;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:09:33.694382
41042;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.001;0.02;5.536;5.539;2023-03-07 03:09:33.694382
41043;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.009;0.25;3.475;3.476;2023-03-07 03:09:33.694382
41044;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.23;0.743;0.743;2023-03-07 03:09:33.694382
41045;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:09:33.694382
41046;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;37.11;0.45;8160.41;8204.63;2023-03-07 03:09:33.694382
41047;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.02;0.91;1.91;1.91;2023-03-07 03:09:33.694382
41048;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:14:33.538307
41049;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:14:33.538307
41050;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.003;0.09;3.788;3.789;2023-03-07 03:14:33.538307
41051;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.005;0.09;5.506;5.51;2023-03-07 03:14:33.538307
41052;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.007;0.12;6.201;6.204;2023-03-07 03:14:33.538307
41053;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:14:33.538307
41054;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-560;-0.48;116600;116602;2023-03-07 03:14:33.538307
41055;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-11.09;-2.38;455.1;456.4;2023-03-07 03:14:33.538307
41056;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:14:33.538307
41057;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.005;0.09;5.54;5.543;2023-03-07 03:14:33.538307
41058;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.008;0.22;3.474;3.475;2023-03-07 03:14:33.538307
41059;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.29;0.743;0.743;2023-03-07 03:14:33.538307
41060;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:14:33.538307
41061;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;37.11;0.45;8157.39;8194.93;2023-03-07 03:14:33.538307
41062;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.02;0.91;1.91;1.91;2023-03-07 03:14:33.538307
41063;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:19:34.102428
41064;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:19:34.102428
41065;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.003;0.08;3.787;3.788;2023-03-07 03:19:34.102428
41066;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.11;5.507;5.511;2023-03-07 03:19:34.102428
41067;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.01;0.16;6.203;6.206;2023-03-07 03:19:34.102428
41068;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:19:34.102428
41069;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-825;-0.7;116516;116541;2023-03-07 03:19:34.102428
41070;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-10.13;-2.17;455.17;456.3;2023-03-07 03:19:34.102428
41071;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:19:34.102428
41072;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.002;0.04;5.537;5.541;2023-03-07 03:19:34.102428
41073;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.007;0.2;3.473;3.475;2023-03-07 03:19:34.102428
41074;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.28;0.742;0.743;2023-03-07 03:19:34.102428
41075;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:19:34.102428
41076;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;37.11;0.45;8154.82;8199.04;2023-03-07 03:19:34.102428
41077;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;-0.01;-0.51;1.91;1.91;2023-03-07 03:19:34.102428
41078;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:24:33.727098
41079;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:24:33.727098
41080;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.003;0.08;3.787;3.789;2023-03-07 03:24:33.727098
41081;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.1;5.507;5.51;2023-03-07 03:24:33.727098
41082;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.008;0.13;6.201;6.204;2023-03-07 03:24:33.727098
41083;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:24:33.727098
41084;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-596;-0.51;116561;116596;2023-03-07 03:24:33.727098
41085;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-11.84;-2.54;454.83;455.97;2023-03-07 03:24:33.727098
41086;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:24:33.727098
41087;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.003;0.05;5.538;5.541;2023-03-07 03:24:33.727098
41088;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.008;0.22;3.473;3.475;2023-03-07 03:24:33.727098
41089;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.29;0.743;0.743;2023-03-07 03:24:33.727098
41090;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:24:33.727098
41091;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;37.11;0.45;8150.04;8191.13;2023-03-07 03:24:33.727098
41092;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;-0.01;-0.51;1.91;1.91;2023-03-07 03:24:33.727098
41093;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:29:33.854497
41094;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:29:33.854497
41095;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.003;0.08;3.787;3.789;2023-03-07 03:29:33.854497
41096;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.11;5.507;5.511;2023-03-07 03:29:33.854497
41097;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.009;0.14;6.203;6.204;2023-03-07 03:29:33.854497
41098;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:29:33.854497
41099;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-566;-0.48;116427;116467;2023-03-07 03:29:33.854497
41100;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-11.34;-2.43;454.41;455.56;2023-03-07 03:29:33.854497
41101;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:29:33.854497
41102;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.002;0.04;5.537;5.54;2023-03-07 03:29:33.854497
41103;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.009;0.25;3.474;3.476;2023-03-07 03:29:33.854497
41104;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.27;0.742;0.743;2023-03-07 03:29:33.854497
41105;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:29:33.854497
41106;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;37.11;0.45;8145.61;8188.49;2023-03-07 03:29:33.854497
41107;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;-0.01;-0.51;1.91;1.91;2023-03-07 03:29:33.854497
41108;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:34:33.243524
41109;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:34:33.243524
41110;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.003;0.07;3.787;3.788;2023-03-07 03:34:33.243524
41111;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.1;5.507;5.51;2023-03-07 03:34:33.243524
41112;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.01;0.16;6.204;6.206;2023-03-07 03:34:33.243524
41113;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:34:33.243524
41114;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-701;-0.6;116501;116542;2023-03-07 03:34:33.243524
41115;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-10.13;-2.17;454.6;456.06;2023-03-07 03:34:33.243524
41116;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:34:33.243524
41117;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.003;0.05;5.538;5.541;2023-03-07 03:34:33.243524
41118;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.008;0.22;3.473;3.475;2023-03-07 03:34:33.243524
41119;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.26;0.743;0.743;2023-03-07 03:34:33.243524
41120;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:34:33.243524
41121;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;37.11;0.45;8148.71;8194.18;2023-03-07 03:34:33.243524
41122;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0;-0.21;1.91;1.91;2023-03-07 03:34:33.243524
41123;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:39:34.258203
41124;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:39:34.258203
41125;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.002;0.04;3.785;3.787;2023-03-07 03:39:34.258203
41126;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.11;5.507;5.511;2023-03-07 03:39:34.258203
41127;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.009;0.15;6.203;6.205;2023-03-07 03:39:34.258203
41128;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:39:34.258203
41129;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-771;-0.66;116365;116401;2023-03-07 03:39:34.258203
41130;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-11.34;-2.43;454.35;455.49;2023-03-07 03:39:34.258203
41131;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:39:34.258203
41132;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.002;0.04;5.538;5.539;2023-03-07 03:39:34.258203
41133;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.461;-0.002;-0.06;3.464;3.465;2023-03-07 03:39:34.258203
41134;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.27;0.742;0.743;2023-03-07 03:39:34.258203
41135;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:39:34.258203
41136;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;37.11;0.45;8146.26;8189.29;2023-03-07 03:39:34.258203
41137;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0;-0.21;1.91;1.91;2023-03-07 03:39:34.258203
41138;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:44:33.304009
41139;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:44:33.304009
41140;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.003;0.09;3.788;3.789;2023-03-07 03:44:33.304009
41141;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.11;5.507;5.511;2023-03-07 03:44:33.304009
41142;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.012;0.19;6.206;6.207;2023-03-07 03:44:33.304009
41143;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:44:33.304009
41144;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-755;-0.64;116379;116419;2023-03-07 03:44:33.304009
41145;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-10.7;-2.3;454.53;455.49;2023-03-07 03:44:33.304009
41146;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:44:33.304009
41147;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.004;0.06;5.538;5.542;2023-03-07 03:44:33.304009
41148;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.461;-0.001;-0.04;3.465;3.466;2023-03-07 03:44:33.304009
41149;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.28;0.742;0.743;2023-03-07 03:44:33.304009
41150;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:44:33.304009
41151;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;37.11;0.45;8145.4;8186.46;2023-03-07 03:44:33.304009
41152;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0;-0.21;1.91;1.91;2023-03-07 03:44:33.304009
41153;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:49:33.463864
41154;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:49:33.463864
41155;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.002;0.05;3.786;3.788;2023-03-07 03:49:33.463864
41156;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.11;5.507;5.51;2023-03-07 03:49:33.463864
41157;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.011;0.18;6.205;6.207;2023-03-07 03:49:33.463864
41158;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:49:33.463864
41159;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-741;-0.63;116437;116469;2023-03-07 03:49:33.463864
41160;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-10.79;-2.32;453.91;455.14;2023-03-07 03:49:33.463864
41161;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:49:33.463864
41162;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.004;0.07;5.539;5.542;2023-03-07 03:49:33.463864
41163;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.46;-0.006;-0.18;3.46;3.461;2023-03-07 03:49:33.463864
41164;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.27;0.743;0.743;2023-03-07 03:49:33.463864
41165;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:49:33.463864
41166;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;37.11;0.45;8148.21;8188.27;2023-03-07 03:49:33.463864
41167;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0;-0.21;1.91;1.91;2023-03-07 03:49:33.463864
41168;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:54:33.169611
41169;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:54:33.169611
41170;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.003;0.08;3.787;3.789;2023-03-07 03:54:33.169611
41171;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.007;0.13;5.508;5.512;2023-03-07 03:54:33.169611
41172;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.01;0.17;6.204;6.207;2023-03-07 03:54:33.169611
41173;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:54:33.169611
41174;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-741;-0.63;116399;116431;2023-03-07 03:54:33.169611
41175;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-10.48;-2.25;453.86;455.18;2023-03-07 03:54:33.169611
41176;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:54:33.169611
41177;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.004;0.06;5.538;5.542;2023-03-07 03:54:33.169611
41178;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.454;-0.012;-0.35;3.453;3.456;2023-03-07 03:54:33.169611
41179;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.26;0.743;0.743;2023-03-07 03:54:33.169611
41180;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:54:33.169611
41181;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;44.06;0.54;8147.62;8188.21;2023-03-07 03:54:33.169611
41182;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;-0.01;-0.51;1.91;1.91;2023-03-07 03:54:33.169611
41183;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:59:33.238653
41184;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:59:33.238653
41185;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.001;0.03;3.785;3.787;2023-03-07 03:59:33.238653
41186;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.007;0.13;5.508;5.512;2023-03-07 03:59:33.238653
41187;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.011;0.18;6.205;6.207;2023-03-07 03:59:33.238653
41188;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:59:33.238653
41189;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-747;-0.64;116374;116414;2023-03-07 03:59:33.238653
41190;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-10.79;-2.32;453.69;454.98;2023-03-07 03:59:33.238653
41191;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:59:33.238653
41192;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.005;0.09;5.541;5.542;2023-03-07 03:59:33.238653
41193;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.45;-0.01;-0.28;3.456;3.458;2023-03-07 03:59:33.238653
41194;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.26;0.743;0.743;2023-03-07 03:59:33.238653
41195;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 03:59:33.238653
41196;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;44.06;0.54;8147;8188.12;2023-03-07 03:59:33.238653
41197;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;-0.01;-0.3;1.91;1.91;2023-03-07 03:59:33.238653
41198;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 04:04:32.768898
41199;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 04:04:32.768898
41200;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.003;0.07;3.787;3.788;2023-03-07 04:04:32.768898
41201;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.008;0.15;5.51;5.513;2023-03-07 04:04:32.768898
41202;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.012;0.19;6.206;6.207;2023-03-07 04:04:32.768898
41203;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 04:04:32.768898
41204;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-747;-0.64;116479;116500;2023-03-07 04:04:32.768898
41205;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.31;451.51;-10.79;-2.32;453.69;454.81;2023-03-07 04:04:32.768898
41206;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 04:04:32.768898
41207;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.543;5.531;0.004;0.07;5.539;5.542;2023-03-07 04:04:32.768898
41208;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.009;0.26;3.475;3.477;2023-03-07 04:04:32.768898
41209;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.27;0.742;0.743;2023-03-07 04:04:32.768898
41210;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 04:04:32.768898
41211;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;44.06;0.54;8148.17;8187.7;2023-03-07 04:04:32.768898
41212;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;-0.01;-0.3;1.91;1.91;2023-03-07 04:04:32.768898
41231;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.191;5.191;0;0.01;5.191;5.192;2023-03-07 23:42:43.639295
41232;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.225;5.175;0.02;0.38;5.06;5.37;2023-03-07 23:42:43.639295
41233;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.777;3.774;0.002;0.05;3.774;3.776;2023-03-07 23:42:43.639295
41234;EUR;BRL;EURO/REAL BRASILEIRO;5.478;5.476;0.002;0.03;5.476;5.478;2023-03-07 23:42:43.639295
41235;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.147;6.14;-0.001;-0.02;6.139;6.142;2023-03-07 23:42:43.639295
41236;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 23:42:43.639295
